"Timestamp","Consommez-vous du contenu sur Twitch ?","Quel âge avez-vous ?","A quelle fréquence regardez-vous des streams sur Twitch ?","Quel type de contenu visionnez-vous ? [Jeux vidéo]","Quel type de contenu visionnez-vous ? [Discussions / Talk-shows]","Quel type de contenu visionnez-vous ? [E-sport / Evènements compétitifs]","Quel type de contenu visionnez-vous ? [Arts (par exemple : peinture, musique)]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [J'écris dans le chat]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je suis une nouvelle chaîne (gratuit)]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je m'abonne à une chaîne (payant)]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je fais un don]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [J'utilise la fonctionnalité ""Prédictions"" pour parier un montant de points de chaînes]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je dépense des points de chaîne pour obtenir des récompenses sur la chaîne d'un streamer]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [J'utilise la messagerie instantanée de Twitch ""Chuchotements"" ]","Quelles fonctionnalités utilisez-vous sur Twitch ? Pour chacune des propositions ci-dessous, indiquer la fréquence d'utilisation. [Je crée un clip à partir d'une diffusion en direct]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch pour suivre des tournois ou des événements en direct]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch parce que c'est divertissant]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J’utilise Twitch pour apprendre des nouvelles stratégies et techniques concernant les jeux vidéo]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J’utilise Twitch pour être à jour sur les dernières actualités ou sorties de jeux vidéo]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'aime quand les autres utilisateurs tiennent compte de mes messages sur le chat Twitch]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J’utilise Twitch pour découvrir de nouvelles choses en naviguant sur la plateforme]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch pour ne pas m'ennuyer]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'apprécie quand mes messages sur le chat Twitch montrent mes connaissances aux autres utilisateurs]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'essaye de faire en sorte que mes messages sur le chat Twitch améliorent ma réputation auprès des autres utilisateurs]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Les membres d’une communauté sur Twitch partagent des événements importants ensemble]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Quand j'utilise Twitch, je me sens moins seul]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Regarder Twitch me détend]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch quand il n'y a personne d'autre avec qui parler]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Il est important pour moi de faire partie d’une communauté sur Twitch]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Je m’attends à faire partie d’une communauté sur Twitch pendant encore longtemps]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch pour communiquer avec d'autres utilisateurs]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [En utilisant Twitch, je peux m'éloigner du reste de ma famille ou d'autres personnes]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Twitch me permet d'oublier l'école, le travail ou d'autres choses]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Quand je n'ai rien de mieux à faire, je regarde Twitch]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [En regardant Twitch, je sens que je peux vivre des expériences sans pour autant être présent physiquement]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch car c'est immersif]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Quand j'utilise Twitch, je me sens actif]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [L'utilisation de Twitch fait passer le temps, en particulier lorsque je m'ennuie]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch parce que l'interaction n'y est pas passive]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Twitch me donne l'impression de pouvoir être présent dans un environnement distant]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [Regarder Twitch est une habitude]","Veuillez indiquer dans quelle mesure vous êtes en accord ou en désaccord avec chacune des déclarations suivantes concernant Twitch. [J'utilise Twitch parce que je suis libre d'y faire de nombreuses choses]"
"2021/05/10 11:12:34 am EET","Oui","18-24 ans","Plusieurs fois par semaine","Souvent","Jamais","De temps en temps","Jamais","Rarement","Tout le temps","Jamais","Jamais","Rarement","Rarement","Jamais","Jamais","D'accord","D'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord","D'accord","Tout à fait d'accord","D'accord","Pas du tout d'accord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","D'accord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Pas du tout d'accord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Pas d'accord","Ni d'accord, ni en désaccord","D'accord","D'accord","Ni d'accord, ni en désaccord","Pas d'accord","D'accord"
"2021/05/10 11:17:03 am EET","Oui","18-24 ans","Plusieurs fois par semaine","Souvent","Souvent","Souvent","Rarement","Souvent","Souvent","Rarement","Jamais","De temps en temps","De temps en temps","Rarement","Jamais","Tout à fait d'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","D'accord","Ni d'accord, ni en désaccord","Tout à fait d'accord","D'accord","Ni d'accord, ni en désaccord","D'accord","Tout à fait d'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","D'accord","D'accord","Tout à fait d'accord","Pas du tout d'accord","D'accord","Tout à fait d'accord","D'accord","D'accord","Tout à fait d'accord","D'accord","Tout à fait d'accord","D'accord"
"2021/05/10 11:32:10 am EET","Oui","18-24 ans","Plusieurs fois par semaine","De temps en temps","Souvent","Souvent","Rarement","Souvent","Souvent","Rarement","Jamais","Souvent","De temps en temps","Rarement","Jamais","Tout à fait d'accord","Tout à fait d'accord","Pas d'accord","Pas du tout d'accord","Tout à fait d'accord","Tout à fait d'accord","Pas d'accord","Tout à fait d'accord","Tout à fait d'accord","Tout à fait d'accord","D'accord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","Ni d'accord, ni en désaccord","D'accord","D'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord","D'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord","Tout à fait d'accord","Pas d'accord","Tout à fait d'accord","Tout à fait d'accord","Tout à fait d'accord"
"2021/05/10 11:35:56 am EET","Oui","18-24 ans","Tous les jours","De temps en temps","Souvent","Rarement","Souvent","De temps en temps","Tout le temps","Tout le temps","De temps en temps","Souvent","Jamais","Jamais","Jamais","Tout à fait d'accord","Tout à fait d'accord","Pas d'accord","Pas du tout d'accord","Ni d'accord, ni en désaccord","D'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord","Pas d'accord","D'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","D'accord","D'accord","Ni d'accord, ni en désaccord","D'accord","Ni d'accord, ni en désaccord","D'accord","D'accord","D'accord"
"2021/05/10 11:41:11 am EET","Oui","18-24 ans","Plusieurs fois par semaine","Souvent","Jamais","Souvent","Jamais","Souvent","De temps en temps","Rarement","Jamais","Rarement","Rarement","De temps en temps","Rarement","Tout à fait d'accord","D'accord","D'accord","Pas d'accord","Tout à fait d'accord","D'accord","D'accord","D'accord","D'accord","D'accord","Pas d'accord","D'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","Pas du tout d'accord","Pas d'accord","D'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","D'accord","D'accord","Ni d'accord, ni en désaccord","D'accord"
"2021/05/10 11:42:40 am EET","Oui","25-34 ans","Tous les jours","Tout le temps","Rarement","Souvent","De temps en temps","De temps en temps","De temps en temps","Tout le temps","Rarement","Tout le temps","Tout le temps","Jamais","Jamais","Tout à fait d'accord","Tout à fait d'accord","D'accord","Pas d'accord","D'accord","Pas d'accord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Pas d'accord","D'accord","Ni d'accord, ni en désaccord","D'accord","Pas du tout d'accord","Ni d'accord, ni en désaccord","D'accord","D'accord","Ni d'accord, ni en désaccord","D'accord","Pas d'accord","D'accord","Ni d'accord, ni en désaccord","Pas d'accord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","D'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord"
"2021/05/10 11:45:09 am EET","Oui","25-34 ans","Tous les jours","Tout le temps","Tout le temps","De temps en temps","Jamais","Souvent","Souvent","Souvent","Jamais","Jamais","Jamais","De temps en temps","Jamais","D'accord","Tout à fait d'accord","Pas d'accord","Pas du tout d'accord","Tout à fait d'accord","Pas d'accord","D'accord","Ni d'accord, ni en désaccord","Pas du tout d'accord","Tout à fait d'accord","Pas du tout d'accord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","Tout à fait d'accord","Pas d'accord","Pas du tout d'accord","Pas d'accord","D'accord","Pas d'accord","Pas d'accord","Tout à fait d'accord","Pas d'accord","Tout à fait d'accord","Tout à fait d'accord","Tout à fait d'accord"
"2021/05/10 11:46:08 am EET","Oui","18-24 ans","Plusieurs fois par semaine","Tout le temps","Jamais","Rarement","Jamais","Souvent","De temps en temps","Rarement","Jamais","De temps en temps","De temps en temps","Jamais","Jamais","D'accord","Tout à fait d'accord","D'accord","Ni d'accord, ni en désaccord","Tout à fait d'accord","Pas du tout d'accord","D'accord","D'accord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Tout à fait d'accord","D'accord","Ni d'accord, ni en désaccord","D'accord","D'accord","D'accord","D'accord","D'accord","D'accord","D'accord","Tout à fait d'accord","Tout à fait d'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord","D'accord","D'accord"
"2021/05/10 11:48:29 am EET","Oui","18-24 ans","Une fois par semaine","De temps en temps","De temps en temps","Rarement","Souvent","Rarement","De temps en temps","Jamais","Jamais","Jamais","Jamais","Jamais","Jamais","Ni d'accord, ni en désaccord","D'accord","Ni d'accord, ni en désaccord","Pas du tout d'accord","D'accord","D'accord","D'accord","Ni d'accord, ni en désaccord","Pas du tout d'accord","D'accord","Ni d'accord, ni en désaccord","D'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","Ni d'accord, ni en désaccord","D'accord","Tout à fait d'accord","D'accord","D'accord","Ni d'accord, ni en désaccord","D'accord","Ni d'accord, ni en désaccord","Tout à fait d'accord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord"
"2021/05/10 11:53:09 am EET","Oui","25-34 ans","Tous les jours","Tout le temps","Tout le temps","Souvent","De temps en temps","De temps en temps","Tout le temps","De temps en temps","Jamais","Souvent","De temps en temps","Jamais","Jamais","Ni d'accord, ni en désaccord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","Ni d'accord, ni en désaccord","D'accord","D'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","Tout à fait d'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord","D'accord","Ni d'accord, ni en désaccord","Pas d'accord","Tout à fait d'accord","Tout à fait d'accord","Tout à fait d'accord","Tout à fait d'accord","Tout à fait d'accord","Tout à fait d'accord","Ni d'accord, ni en désaccord","Tout à fait d'accord","Tout à fait d'accord","Tout à fait d'accord"
